Grade,Chapter,Topic Nos.,Topic,Subtopic Nos.,"Skill (Reading, Listening, Speaking, Writing, Language)",Domain & Axis,Standard , Learning Objectives Nos., Learning Objectives ," Linguistic Concepts (Grammar, Spelling, Rhetoric)",Saal Practice,Saal Lessons,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.8,نحو: البدل,2.8.3,اللغة (النحو والصرف),اللغة/ بنية اللغة العربية (النحو والصرف),"أن يتعرف المتعلم المفاهيم النحوية والصرفية، ويستخدمها استخداما صحيحا.",G11.6.2.1.2,يتعرف المتعلم البدل و يعربه و يوظفه في سياقات مختلفة,البدل,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.9,"بلاغة: التشبيه الضمني
",2.9.1,اللغة (البلاغة),اللغة/ بنية اللغة العربية : (البلاغة),"أن يتعرف المتعلم المفاهيم البلاغية، ويتذوقها ويوظفها في إنتاجه اللغوي",G11.6.3.1.4,يتعرف مفهوم التشبيه الضمني و يحلله موضحا موطن الجمال و ينتج جملا تتضمنه,"التشبيه الضمني
",,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.1,"شعر: إلى أمتي - صاحب السمو الشيخ محمد بن راشد آل مكتوم رعاه الله
",3.1.1,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.3,"يبين المتعلم المعنى الاجمالي للنص الشعري، كيف يستجيب هذا المعنى للعاطفة المسيطرة على النص",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.1,"شعر: إلى أمتي - صاحب السمو الشيخ محمد بن راشد آل مكتوم رعاه الله
",3.1.1,القراءة,قراءة النصوص الأدبية/ معرفة الفكر الرئيسية والتفاصيل,"أن يحدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية",G11.2.1.1.2,يحلل النص في سياقه التاريخي و الاجتماعي,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.1,"شعر: إلى أمتي - صاحب السمو الشيخ محمد بن راشد آل مكتوم رعاه الله
",3.1.1,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.8,يحفظ عشرة أبيات من النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.1,"قصة قصيرة: صور خارج الإطار - ابتسام المعلا
",3.1.2,القراءة,"قراءة النصوص الأدبية / تحليل النص
","أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G11.2.2.1.2,يحدد المتعلم جوانب معينة في النصوص الأدبية و يفهمها و يحلل عناصر النص و خيارات المؤلفين في اختيار الكلمات والأساليب الأدبية المناسبة لنصوصهم,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.2,"مقال: الاقتدار الإنساني وبناؤه
",3.2.1,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.6,"يقارن المتعلم بين أوجه الشبه والاختلاف في أسلوب عرض وجهة النظر (الاقناع، الوصف، الشرح، تأريخ الاحداث)",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.2,"مقال: الاقتدار الإنساني وبناؤه
",3.2.1,القراءة,قراءة النصوص المعلوماتية / تكامل المعرفة مع المهارات ,"أن يتبين وظيفة النص من خلال الوسائط المختلفة، وينقد ما جاء فيه من معارف وآراء، ويبني خبرات جديدة ليوظفها في نتاجات متنوعة",G11.3.3.1.2,يدمج المعلومات المقدمة بوسائل مختلفة مطبوعة و رقمية بغرض الوصول إلى اجابة سؤال أو تنمية المعرفة الحالية,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.2,"مقال: الاقتدار الإنساني وبناؤه
",3.2.1,اللغة (المعجم),اللغة/ اكتساب المفردات واستخدامها (المعجم),أن ينمي المتعلم معجمه اللغوي بالمصطلحات في مجالاتها العلمية والحياتية,G11.6.1.2.2,يصنف المتعلم المصطلحات العلمية و يفسرها,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.2,"مقال: الاقتدار الإنساني وبناؤه
",3.2.1,اللغة (المعجم),اللغة/ اكتساب المفردات واستخدامها (المعجم),"أن يتعرف المتعلم المفاهيم النحوية والصرفية، ويستخدمها استخداما صحيحا.",G11.6.2.1.1,يشرح المتعلم مصطلحات العلوم الإنسانية,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.2,"عمود صحفي: المسؤولية المجتمعية - سامي قرقاش
",3.2.2,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.5,يقرأ المتعلم أعمدة صحفية عن قضية معينة و يناقض القضية و يحلل طريقة الكاتب في عرضها و الحجج والأدلة التي استخدمها,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.3,"نص معلوماتي: المشي .. آثار إيجابية على الحالة الصحية - د. أكمل عبد الحكيم
",3.3.1,القراءة,"قراءة النصوص المعلوماتية / معرفة الفكرة الرئيسية والتفاصيل
","أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G11.3.1.1.2,يحلل المتعلم فكر النص محددا كيف تفاعلت الفكر و بنيت على بعضها بعضا,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.3,"نص معلوماتي: المشي .. آثار إيجابية على الحالة الصحية - د. أكمل عبد الحكيم
",3.3.1,القراءة,"قراءة النصوص المعلوماتية / تحليل النص
","أن يحلل المتعلم عناصر النص واختيار الكاتب للكلمات، ويقيم الطرائق التي تساهم فيها تراكيب الجمل في بناء النص، وأساليب عرض وجهة النظر، أو طريقة كتابة النص وطباعته.",G11.3.2.1.2,يفسر المتعلم كيفية استخدام معنى كلمة تكررت في النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.3,"نص معلوماتي: المشي .. آثار إيجابية على الحالة الصحية - د. أكمل عبد الحكيم
",3.3.1,القراءة,قراءة النصوص المعلوماتية / تحليل النص,"أن يحلل المتعلم عناصر النص واختيار الكاتب للكلمات، ويقيم الطرائق التي تساهم فيها تراكيب الجمل في بناء النص، وأساليب عرض وجهة النظر، أو طريقة كتابة النص وطباعته.",G11.3.2.1.1,يقارن بين معلومات وردت في النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.4,"استماع: تسعة آثار ساحرة للامتنان
",3.4.1,الاستماع والمحادثة,الاستماع / استيعاب المعرفة و تقديمها,"أن يظهر المتعلم فهما لمواد مسموعة، ويتواصـل مع الآخرين مقدما المعلومات والنتائج المدعومة بالأدلة لإقناع المستمعين واستمالتهم نحو الموضوع مستخدما اللغة العربية الفصيحة.",G11.5.1.1.1,يحلل أفكار النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.4,"استماع: تسعة آثار ساحرة للامتنان
",3.4.1,الاستماع والمحادثة,الاستماع / استيعاب المعرفة و تقديمها,"أن يظهر المتعلم فهما لمواد مسموعة، ويتواصـل مع الآخرين مقدما المعلومات والنتائج المدعومة بالأدلة لإقناع المستمعين واستمالتهم نحو الموضوع مستخدما اللغة العربية الفصيحة.",G11.5.1.1.1,يشرح الأفكار الداعمة للفكرة المحورية,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.4,"استماع: تسعة آثار ساحرة للامتنان
",3.4.1,الاستماع والمحادثة,الاستماع / استيعاب المعرفة و تقديمها,"أن يظهر المتعلم فهما لمواد مسموعة، ويتواصـل مع الآخرين مقدما المعلومات والنتائج المدعومة بالأدلة لإقناع المستمعين واستمالتهم نحو الموضوع مستخدما اللغة العربية الفصيحة.",G11.5.1.1.1,يحلل القيم الظاهرة والخفية في النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثالث,3.5,"محادثة: الهوية
",3.5.1,الاستماع والمحادثة,المحادثة/ استيعاب المعرفة و تقديمها,"أن يشارك المتعلم في النقاشات مع معلميه وزملائه، مكيفا كلامه وفق لمجموعة متنوعة مــن السـياقات والمهام  التواصلية، مظهرا إجادته للغة العربية الفصيحة.",G11.5.1.2.3,يطرح قضية يناقش مظاهرها وأسبابها و نتائجها,,,,,,,,,,,,,,,,,
